zf_xp_gene	xp_gene	zf_gene
zf_xp_gene_9881	plxnb3	ENSDARG00000032990
zf_xp_gene_9882	plxnc1-like.2	ENSDARG00000015278
zf_xp_gene_9883	plxnd1	ENSDARG00000086057
zf_xp_gene_9884	pm20d1	ENSDARG00000062096
zf_xp_gene_9885	pm20d1	ENSDARG00000037551
zf_xp_gene_9886	pmch	ENSDARG00000073959
zf_xp_gene_9887	pmch	ENSDARG00000076978
zf_xp_gene_9888	pmm1	ENSDARG00000037654
zf_xp_gene_9889	pmp22	ENSDARG00000060457
zf_xp_gene_9890	pmp22	ENSDARG00000105223
zf_xp_gene_9891	pmpca	ENSDARG00000102607
zf_xp_gene_9892	pms1	ENSDARG00000000476
zf_xp_gene_9893	pms2	ENSDARG00000075672
zf_xp_gene_9894	pnkd	ENSDARG00000071032
zf_xp_gene_9895	pnkp	ENSDARG00000100455
zf_xp_gene_9896	pno1	ENSDARG00000008502
zf_xp_gene_9897	pnoc	ENSDARG00000025024
zf_xp_gene_9898	pnoc	ENSDARG00000024189
zf_xp_gene_9899	pnp	ENSDARG00000078619
zf_xp_gene_9900	pnp	ENSDARG00000040942
zf_xp_gene_9901	pnp	ENSDARG00000057575
zf_xp_gene_9902	pnp	ENSDARG00000099802
zf_xp_gene_9903	pnp	ENSDARG00000029230
zf_xp_gene_9904	pnpla2	ENSDARG00000089390
zf_xp_gene_9905	pnpla3	ENSDARG00000089390
zf_xp_gene_9906	pnpla4-like	ENSDARG00000069834
zf_xp_gene_9907	pnpla6	ENSDARG00000062986
zf_xp_gene_9908	pnpla6	ENSDARG00000040002
zf_xp_gene_9909	pnpla8	ENSDARG00000078745
zf_xp_gene_9910	pnrc2	ENSDARG00000053291
zf_xp_gene_9911	poc1a	ENSDARG00000078533
zf_xp_gene_9912	podn	ENSDARG00000019025
zf_xp_gene_9913	pof1b	ENSDARG00000054060
zf_xp_gene_9914	pofut1	ENSDARG00000008953
zf_xp_gene_9915	pofut2	ENSDARG00000045175
zf_xp_gene_9916	pola2	ENSDARG00000015070
zf_xp_gene_9917	polb	ENSDARG00000003749
zf_xp_gene_9918	pold2	ENSDARG00000095046
zf_xp_gene_9919	poldip3	ENSDARG00000099375
zf_xp_gene_9920	pole-like	ENSDARG00000058533
zf_xp_gene_9921	pole2	ENSDARG00000100028
zf_xp_gene_9922	pole4	ENSDARG00000013016
zf_xp_gene_9923	polg	ENSDARG00000060951
zf_xp_gene_9924	polg-like	ENSDARG00000026224
zf_xp_gene_9925	polg2-like	ENSDARG00000074933
zf_xp_gene_9926	polh	ENSDARG00000070231
zf_xp_gene_9927	poli	ENSDARG00000029250
zf_xp_gene_9928	poll	ENSDARG00000039613
zf_xp_gene_9929	polm	ENSDARG00000103470
zf_xp_gene_9930	polq	ENSDARG00000044622
zf_xp_gene_9931	polr1b-like	ENSDARG00000077469
zf_xp_gene_9932	polr1c	ENSDARG00000039400
zf_xp_gene_9933	polr1e	ENSDARG00000006434
zf_xp_gene_9934	polr2a	ENSDARG00000099966
zf_xp_gene_9935	polr2b	ENSDARG00000098783
zf_xp_gene_9936	polr2c	ENSDARG00000033596
zf_xp_gene_9937	polr2d	ENSDARG00000076509
zf_xp_gene_9938	polr2e	ENSDARG00000026183
zf_xp_gene_9939	polr2f	ENSDARG00000036625
zf_xp_gene_9940	polr2g	ENSDARG00000056127
zf_xp_gene_9941	polr2h	ENSDARG00000038505
zf_xp_gene_9942	polr2i	ENSDARG00000040443
zf_xp_gene_9943	polr2j	ENSDARG00000035146
zf_xp_gene_9944	polr2k	ENSDARG00000075616
zf_xp_gene_9945	polr3a	ENSDARG00000102569
zf_xp_gene_9946	polr3b	ENSDARG00000062915
zf_xp_gene_9947	polr3c	ENSDARG00000057562
zf_xp_gene_9948	polr3d	ENSDARG00000104516
zf_xp_gene_9949	polr3e-like	ENSDARG00000037358
zf_xp_gene_9950	polr3f	ENSDARG00000012572
zf_xp_gene_9951	polr3h	ENSDARG00000102590
zf_xp_gene_9952	polrmt-like	ENSDARG00000101220
zf_xp_gene_9953	pomgnt1	ENSDARG00000052025
zf_xp_gene_9954	pomgnt2	ENSDARG00000010941
zf_xp_gene_9955	pomp	ENSDARG00000032296
zf_xp_gene_9956	pomt1	ENSDARG00000067670
zf_xp_gene_9957	pomt2-like	ENSDARG00000055027
zf_xp_gene_9958	pon2	ENSDARG00000016856
zf_xp_gene_9959	pon2	ENSDARG00000032496
zf_xp_gene_9960	pop1-like	ENSDARG00000102087
zf_xp_gene_9961	pop4	ENSDARG00000101472
zf_xp_gene_9962	popdc2	ENSDARG00000069922
zf_xp_gene_9963	popdc3	ENSDARG00000058551
zf_xp_gene_9964	postn	ENSDARG00000043806
zf_xp_gene_9965	postn	ENSDARG00000104267
zf_xp_gene_9966	pot1	ENSDARG00000079915
zf_xp_gene_9967	pou1f1	ENSDARG00000058924
zf_xp_gene_9968	pou2f1	ENSDARG00000007996
zf_xp_gene_9969	pou2f3	ENSDARG00000052387
zf_xp_gene_9970	pou3f1	ENSDARG00000009823
zf_xp_gene_9971	pou3f1	ENSDARG00000044774
zf_xp_gene_9972	pou3f3	ENSDARG00000044774
zf_xp_gene_9973	pou4f2	ENSDARG00000069737
zf_xp_gene_9974	pou4f3	ENSDARG00000006206
zf_xp_gene_9975	pou6f1	ENSDARG00000011570
zf_xp_gene_9976	pou6f2	ENSDARG00000086362
zf_xp_gene_9977	ppan	ENSDARG00000022232
zf_xp_gene_9978	ppap2b	ENSDARG00000059933
zf_xp_gene_9979	ppapdc2	ENSDARG00000043527
zf_xp_gene_9980	ppard	ENSDARG00000044525
zf_xp_gene_9981	ppard	ENSDARG00000009473
zf_xp_gene_9982	ppargc1a	ENSDARG00000067829
zf_xp_gene_9983	ppargc1b-like	ENSDARG00000101569
zf_xp_gene_9984	ppat	ENSDARG00000004517
zf_xp_gene_9985	ppcs	ENSDARG00000061889
zf_xp_gene_9986	ppdpf	ENSDARG00000031317
zf_xp_gene_9987	ppdpf	ENSDARG00000007682
zf_xp_gene_9988	ppef1	ENSDARG00000020191
zf_xp_gene_9989	ppfia2	ENSDARG00000013000
zf_xp_gene_9990	ppfia3	ENSDARG00000077053
zf_xp_gene_9991	pphln1	ENSDARG00000045692
zf_xp_gene_9992	ppib	ENSDARG00000092798
zf_xp_gene_9993	ppid	ENSDARG00000038835
zf_xp_gene_9994	ppie-like	ENSDARG00000103234
zf_xp_gene_9995	ppig	ENSDARG00000044431
zf_xp_gene_9996	ppih	ENSDARG00000041530
zf_xp_gene_9997	ppil2	ENSDARG00000002016
zf_xp_gene_9998	ppil3	ENSDARG00000033370
zf_xp_gene_9999	ppil4	ENSDARG00000043854
zf_xp_gene_10000	ppil6	ENSDARG00000042157
zf_xp_gene_10001	ppip5k1	ENSDARG00000073909
zf_xp_gene_10002	ppip5k1	ENSDARG00000076143
zf_xp_gene_10003	ppip5k2	ENSDARG00000078441
zf_xp_gene_10004	ppm1d	ENSDARG00000021380
zf_xp_gene_10005	ppm1d	ENSDARG00000009273
zf_xp_gene_10006	ppm1e	ENSDARG00000026499
zf_xp_gene_10007	ppm1f	ENSDARG00000005786
zf_xp_gene_10008	ppm1g	ENSDARG00000075559
zf_xp_gene_10009	ppm1l-like	ENSDARG00000089641
zf_xp_gene_10010	ppm1l-like	ENSDARG00000063218
zf_xp_gene_10011	ppme1	ENSDARG00000009771
zf_xp_gene_10012	ppox	ENSDARG00000102167
zf_xp_gene_10013	ppp1cb	ENSDARG00000044153
zf_xp_gene_10014	ppp1cb	ENSDARG00000102012
zf_xp_gene_10015	ppp1r10-like	ENSDARG00000032651
zf_xp_gene_10016	ppp1r11	ENSDARG00000036063
zf_xp_gene_10017	ppp1r13l	ENSDARG00000013777
zf_xp_gene_10018	ppp1r14a	ENSDARG00000017710
zf_xp_gene_10019	ppp1r14a	ENSDARG00000011239
zf_xp_gene_10020	ppp1r14b	ENSDARG00000030161
zf_xp_gene_10021	ppp1r14b	ENSDARG00000044541
zf_xp_gene_10022	ppp1r14c	ENSDARG00000077341
zf_xp_gene_10023	ppp1r16b	ENSDARG00000079860
zf_xp_gene_10024	ppp1r1c-like	ENSDARG00000038941
zf_xp_gene_10025	ppp1r2	ENSDARG00000054007
zf_xp_gene_10026	ppp1r21-like	ENSDARG00000103144
zf_xp_gene_10027	ppp1r26-like	ENSDARG00000102891
zf_xp_gene_10028	ppp1r27	ENSDARG00000100504
zf_xp_gene_10029	ppp1r37-like	ENSDARG00000078458
zf_xp_gene_10030	ppp1r3a	ENSDARG00000088813
zf_xp_gene_10031	ppp1r3a	ENSDARG00000090468
zf_xp_gene_10032	ppp1r3b	ENSDARG00000044691
zf_xp_gene_10033	ppp1r3c.2	ENSDARG00000014554
zf_xp_gene_10034	ppp1r3c.2	ENSDARG00000071005
zf_xp_gene_10035	ppp1r3d	ENSDARG00000076248
zf_xp_gene_10036	ppp1r3d	ENSDARG00000077513
zf_xp_gene_10037	ppp1r3g	ENSDARG00000104576
zf_xp_gene_10038	ppp1r42	ENSDARG00000057632
zf_xp_gene_10039	ppp1r7	ENSDARG00000104834
zf_xp_gene_10040	ppp1r8	ENSDARG00000022430
zf_xp_gene_10041	ppp1r8	ENSDARG00000007186
zf_xp_gene_10042	ppp1r9a	ENSDARG00000061304
zf_xp_gene_10043	ppp2r2d	ENSDARG00000102009
zf_xp_gene_10044	ppp2r3a	ENSDARG00000077722
zf_xp_gene_10045	ppp2r3c	ENSDARG00000043972
zf_xp_gene_10046	ppp2r5a	ENSDARG00000027017
zf_xp_gene_10047	ppp2r5b	ENSDARG00000054931
zf_xp_gene_10048	ppp2r5c	ENSDARG00000031200
zf_xp_gene_10049	ppp2r5e	ENSDARG00000069118
zf_xp_gene_10050	ppp3cb	ENSDARG00000057456
zf_xp_gene_10051	ppp3r1	ENSDARG00000069360
zf_xp_gene_10052	ppp3r1	ENSDARG00000092659
zf_xp_gene_10053	ppp4c	ENSDARG00000076439
zf_xp_gene_10054	ppp4c	ENSDARG00000070570
zf_xp_gene_10055	ppp4r1	ENSDARG00000101316
zf_xp_gene_10056	ppp4r1l	ENSDARG00000101316
zf_xp_gene_10057	ppp4r4	ENSDARG00000010407
zf_xp_gene_10058	ppp6c	ENSDARG00000002949
zf_xp_gene_10059	pprc1-like	ENSDARG00000090337
zf_xp_gene_10060	pptc7	ENSDARG00000011122
zf_xp_gene_10061	pptc7	ENSDARG00000052658
zf_xp_gene_10062	ppwd1	ENSDARG00000063161
zf_xp_gene_10063	prc1	ENSDARG00000005993
zf_xp_gene_10064	prc1	ENSDARG00000100918
zf_xp_gene_10065	prcc	ENSDARG00000063252
zf_xp_gene_10066	prcp	ENSDARG00000037883
zf_xp_gene_10067	prdm1	ENSDARG00000002445
zf_xp_gene_10068	prdm10	ENSDARG00000104251
zf_xp_gene_10069	prdm11-like	ENSDARG00000074468
zf_xp_gene_10070	prdm13	ENSDARG00000078701
zf_xp_gene_10071	prdm14	ENSDARG00000045371
zf_xp_gene_10072	prdm15	ENSDARG00000098867
zf_xp_gene_10073	prdm2	ENSDARG00000076451
zf_xp_gene_10074	prdm4	ENSDARG00000017366
zf_xp_gene_10075	prdm5	ENSDARG00000006288
zf_xp_gene_10076	prdx3	ENSDARG00000032102
zf_xp_gene_10077	prdx4	ENSDARG00000069013
zf_xp_gene_10078	prdx5	ENSDARG00000055064
zf_xp_gene_10079	preb	ENSDARG00000101602
zf_xp_gene_10080	prelid1	ENSDARG00000098671
zf_xp_gene_10081	prelp	ENSDARG00000070597
zf_xp_gene_10082	prep	ENSDARG00000057151
zf_xp_gene_10083	prepl	ENSDARG00000017853
zf_xp_gene_10084	prex1	ENSDARG00000075793
zf_xp_gene_10085	prex2	ENSDARG00000071692
zf_xp_gene_10086	prickle1	ENSDARG00000040649
zf_xp_gene_10087	prickle1	ENSDARG00000045694
zf_xp_gene_10088	prickle2	ENSDARG00000037593
zf_xp_gene_10089	prickle2	ENSDARG00000020982
zf_xp_gene_10090	prim1	ENSDARG00000040163
zf_xp_gene_10091	prima1-like	ENSDARG00000077377
zf_xp_gene_10092	prkaa1	ENSDARG00000060596
zf_xp_gene_10093	prkaa2	ENSDARG00000060641
zf_xp_gene_10094	prkab1-like	ENSDARG00000046143
zf_xp_gene_10095	prkab1-like	ENSDARG00000044183
zf_xp_gene_10096	prkab2	ENSDARG00000067817
zf_xp_gene_10097	prkaca	ENSDARG00000016809
zf_xp_gene_10098	prkacb	ENSDARG00000016809
zf_xp_gene_10099	prkar1a	ENSDARG00000101755
zf_xp_gene_10100	prkar1a	ENSDARG00000076128
zf_xp_gene_10101	prkar2a	ENSDARG00000009477
zf_xp_gene_10102	prkar2a	ENSDARG00000033184
zf_xp_gene_10103	prkar2b-like	ENSDARG00000036446
zf_xp_gene_10104	prkcb	ENSDARG00000022254
zf_xp_gene_10105	prkcb	ENSDARG00000008723
zf_xp_gene_10106	prkce-like.1	ENSDARG00000069928
zf_xp_gene_10107	prkce-like.2	ENSDARG00000069928
zf_xp_gene_10108	prkcg-like	ENSDARG00000004561
zf_xp_gene_10109	prkch	ENSDARG00000043243
zf_xp_gene_10110	prkch	ENSDARG00000018382
zf_xp_gene_10111	prkci	ENSDARG00000021225
zf_xp_gene_10112	prkcq	ENSDARG00000034173
zf_xp_gene_10113	prkcsh	ENSDARG00000004470
zf_xp_gene_10114	prkcz	ENSDARG00000043332
zf_xp_gene_10115	prkd1	ENSDARG00000075949
zf_xp_gene_10116	prkdc	ENSDARG00000075083
zf_xp_gene_10117	prkg2	ENSDARG00000054741
zf_xp_gene_10118	prkrip1	ENSDARG00000033126
zf_xp_gene_10119	prkx-like	ENSDARG00000060716
zf_xp_gene_10120	prlh	ENSDARG00000071735
zf_xp_gene_10121	prmt2	ENSDARG00000063212
zf_xp_gene_10122	prmt6	ENSDARG00000069706
zf_xp_gene_10123	prmt7	ENSDARG00000051902
zf_xp_gene_10124	prmt8	ENSDARG00000040633
zf_xp_gene_10125	prmt8	ENSDARG00000045760
zf_xp_gene_10126	prmt9	ENSDARG00000036755
zf_xp_gene_10127	prok1	ENSDARG00000073948
zf_xp_gene_10128	prok2	ENSDARG00000073948
zf_xp_gene_10129	prom2	ENSDARG00000039406
zf_xp_gene_10130	pros1	ENSDARG00000068261
zf_xp_gene_10131	proser1-like	ENSDARG00000086302
zf_xp_gene_10132	prox1	ENSDARG00000055158
zf_xp_gene_10133	proz	ENSDARG00000076900
zf_xp_gene_10134	proz	ENSDARG00000037783
zf_xp_gene_10135	prpf18	ENSDARG00000058306
zf_xp_gene_10136	prpf3	ENSDARG00000086425
zf_xp_gene_10137	prpf31	ENSDARG00000095904
zf_xp_gene_10138	prpf38a	ENSDARG00000039213
zf_xp_gene_10139	prpf4	ENSDARG00000067639
zf_xp_gene_10140	prpf4b	ENSDARG00000008784
zf_xp_gene_10141	prpf4b	ENSDARG00000040310
zf_xp_gene_10142	prpf6	ENSDARG00000091367
zf_xp_gene_10143	prpf8-like	ENSDARG00000026180
zf_xp_gene_10144	prph	ENSDARG00000028306
zf_xp_gene_10145	prps1	ENSDARG00000037506
zf_xp_gene_10146	prps1	ENSDARG00000015524
zf_xp_gene_10147	prps2	ENSDARG00000037506
zf_xp_gene_10148	prps2	ENSDARG00000015524
zf_xp_gene_10149	prpsap1	ENSDARG00000099222
zf_xp_gene_10150	prpsap2	ENSDARG00000019326
zf_xp_gene_10151	prr14	ENSDARG00000089232
zf_xp_gene_10152	prr15	ENSDARG00000025615
zf_xp_gene_10153	prr15	ENSDARG00000029308
zf_xp_gene_10154	prr16	ENSDARG00000101530
zf_xp_gene_10155	prr18	ENSDARG00000093768
zf_xp_gene_10156	prrc1	ENSDARG00000044304
zf_xp_gene_10157	prrc2a	ENSDARG00000031494
zf_xp_gene_10158	prrc2b	ENSDARG00000079639
zf_xp_gene_10159	prrc2c	ENSDARG00000057583
zf_xp_gene_10160	prrg1	ENSDARG00000043283
zf_xp_gene_10161	prrg3-like	ENSDARG00000079102
zf_xp_gene_10162	prrt2	ENSDARG00000103588
zf_xp_gene_10163	prrt3-like	ENSDARG00000097323
zf_xp_gene_10164	prrx1	ENSDARG00000033971
zf_xp_gene_10165	prrx1	ENSDARG00000042027
zf_xp_gene_10166	prss12-like	ENSDARG00000061830
zf_xp_gene_10167	prss35	ENSDARG00000100691
zf_xp_gene_10168	prss56	ENSDARG00000093458
zf_xp_gene_10169	prtfdc1	ENSDARG00000014866
zf_xp_gene_10170	prtfdc1	ENSDARG00000011683
zf_xp_gene_10171	prtg-like	ENSDARG00000100044
zf_xp_gene_10172	prune	ENSDARG00000076246
zf_xp_gene_10173	psap	ENSDARG00000013968
zf_xp_gene_10174	psat1	ENSDARG00000016733
zf_xp_gene_10175	psen1	ENSDARG00000004870
zf_xp_gene_10176	psen2	ENSDARG00000015540
zf_xp_gene_10177	psenen	ENSDARG00000068698
zf_xp_gene_10178	pskh1	ENSDARG00000056713
zf_xp_gene_10179	psma2	ENSDARG00000040121
zf_xp_gene_10180	psma2	ENSDARG00000035679
zf_xp_gene_10181	psma3	ENSDARG00000086618
zf_xp_gene_10182	psma5	ENSDARG00000003526
zf_xp_gene_10183	psma6	ENSDARG00000013966
zf_xp_gene_10184	psma6	ENSDARG00000019398
zf_xp_gene_10185	psmb1	ENSDARG00000009640
zf_xp_gene_10186	psmb11	ENSDARG00000068086
zf_xp_gene_10187	psmb2	ENSDARG00000031511
zf_xp_gene_10188	psmb3	ENSDARG00000013938
zf_xp_gene_10189	psmb7	ENSDARG00000037962
zf_xp_gene_10190	psmc1	ENSDARG00000043561
zf_xp_gene_10191	psmc1	ENSDARG00000030537
zf_xp_gene_10192	psmc2	ENSDARG00000020101
zf_xp_gene_10193	psmc3	ENSDARG00000007141
zf_xp_gene_10194	psmc3ip	ENSDARG00000037892
zf_xp_gene_10195	psmc5	ENSDARG00000015315
zf_xp_gene_10196	psmc6	ENSDARG00000037038
zf_xp_gene_10197	psmd11	ENSDARG00000060150
zf_xp_gene_10198	psmd11	ENSDARG00000005134
zf_xp_gene_10199	psmd13	ENSDARG00000016239
zf_xp_gene_10200	psmd14	ENSDARG00000063100
zf_xp_gene_10201	psmd6	ENSDARG00000070674
zf_xp_gene_10202	psmd7	ENSDARG00000102417
zf_xp_gene_10203	psmd9	ENSDARG00000006300
zf_xp_gene_10204	psme1	ENSDARG00000002165
zf_xp_gene_10205	psme2	ENSDARG00000033144
zf_xp_gene_10206	psme3	ENSDARG00000012234
zf_xp_gene_10207	psme4-like	ENSDARG00000087911
zf_xp_gene_10208	psmg1	ENSDARG00000040620
zf_xp_gene_10209	psmg2	ENSDARG00000035987
zf_xp_gene_10210	psmg3	ENSDARG00000098391
zf_xp_gene_10211	pspc1	ENSDARG00000006621
zf_xp_gene_10212	psph	ENSDARG00000040314
zf_xp_gene_10213	pspn	ENSDARG00000111946
zf_xp_gene_10214	ptafr	ENSDARG00000042370
zf_xp_gene_10215	ptbp2	ENSDARG00000101947
zf_xp_gene_10216	ptbp2	ENSDARG00000015901
zf_xp_gene_10217	ptbp3	ENSDARG00000043757
zf_xp_gene_10218	ptcd2-like	ENSDARG00000035391
zf_xp_gene_10219	ptcd3	ENSDARG00000103856
zf_xp_gene_10220	ptchd1	ENSDARG00000018066
zf_xp_gene_10221	ptchd4-like	ENSDARG00000008249
zf_xp_gene_10222	ptdss1	ENSDARG00000012588
zf_xp_gene_10223	ptdss1	ENSDARG00000102114
zf_xp_gene_10224	ptdss2	ENSDARG00000101018
zf_xp_gene_10225	pten	ENSDARG00000071018
zf_xp_gene_10226	pten	ENSDARG00000056623
zf_xp_gene_10227	pter	ENSDARG00000063375
zf_xp_gene_10228	ptf1a	ENSDARG00000014479
zf_xp_gene_10229	ptger1	ENSDARG00000104847
zf_xp_gene_10230	ptger1	ENSDARG00000078605
zf_xp_gene_10231	ptger2	ENSDARG00000011434
zf_xp_gene_10232	ptger2	ENSDARG00000037033
zf_xp_gene_10233	ptger4	ENSDARG00000059236
zf_xp_gene_10234	ptger4	ENSDARG00000035415
zf_xp_gene_10235	ptges	ENSDARG00000020136
zf_xp_gene_10236	ptges3	ENSDARG00000089626
zf_xp_gene_10237	ptges3	ENSDARG00000037284
zf_xp_gene_10238	ptgfrn	ENSDARG00000075505
zf_xp_gene_10239	ptgir	ENSDARG00000038278
zf_xp_gene_10240	ptgr2	ENSDARG00000070673
zf_xp_gene_10241	ptgs2	ENSDARG00000004539
zf_xp_gene_10242	ptgs2	ENSDARG00000010276
zf_xp_gene_10243	pth	ENSDARG00000091961
zf_xp_gene_10244	pth	ENSDARG00000093738
zf_xp_gene_10245	pth1r	ENSDARG00000020957
zf_xp_gene_10246	pth2r	ENSDARG00000021186
zf_xp_gene_10247	pth2r	ENSDARG00000006678
zf_xp_gene_10248	ptk2-like	ENSDARG00000100456
zf_xp_gene_10249	ptk2-like	ENSDARG00000004672
zf_xp_gene_10250	ptk2b	ENSDARG00000039577
zf_xp_gene_10251	ptk2b	ENSDARG00000022841
zf_xp_gene_10252	ptk6	ENSDARG00000059956
zf_xp_gene_10253	ptk6	ENSDARG00000017947
zf_xp_gene_10254	ptp4a2	ENSDARG00000035676
zf_xp_gene_10255	ptp4a2	ENSDARG00000087443
zf_xp_gene_10256	ptplad1-like	ENSDARG00000016038
zf_xp_gene_10257	ptpn1	ENSDARG00000007923
zf_xp_gene_10258	ptpn11	ENSDARG00000020334
zf_xp_gene_10259	ptpn2-like	ENSDARG00000035986
zf_xp_gene_10260	ptpn2-like	ENSDARG00000016481
zf_xp_gene_10261	ptpn21	ENSDARG00000062248
zf_xp_gene_10262	ptpn3	ENSDARG00000055784
zf_xp_gene_10263	ptpn6	ENSDARG00000089043
zf_xp_gene_10264	ptprf	ENSDARG00000103479
zf_xp_gene_10265	ptprg	ENSDARG00000045006
zf_xp_gene_10266	ptprg	ENSDARG00000060123
zf_xp_gene_10267	ptprh	ENSDARG00000019815
zf_xp_gene_10268	ptprh	ENSDARG00000006526
zf_xp_gene_10269	ptprk	ENSDARG00000063416
zf_xp_gene_10270	ptprm-like.1	ENSDARG00000089172
zf_xp_gene_10271	ptprm-like.1	ENSDARG00000100053
zf_xp_gene_10272	ptprn	ENSDARG00000077047
zf_xp_gene_10273	ptprn	ENSDARG00000058646
zf_xp_gene_10274	ptprn2	ENSDARG00000035970
zf_xp_gene_10275	ptpru	ENSDARG00000092638
zf_xp_gene_10276	ptpru	ENSDARG00000101081
zf_xp_gene_10277	ptrhd1	ENSDARG00000016122
zf_xp_gene_10278	ptx3	ENSDARG00000068275
zf_xp_gene_10279	ptx3	ENSDARG00000079515
zf_xp_gene_10280	ptx4	ENSDARG00000038072
zf_xp_gene_10281	pum1	ENSDARG00000099256
zf_xp_gene_10282	pum2	ENSDARG00000061040
zf_xp_gene_10283	pura	ENSDARG00000067591
zf_xp_gene_10284	pura	ENSDARG00000099614
zf_xp_gene_10285	purg	ENSDARG00000099187
zf_xp_gene_10286	pus1	ENSDARG00000045562
zf_xp_gene_10287	pus10	ENSDARG00000079973
zf_xp_gene_10288	pus3	ENSDARG00000028976
zf_xp_gene_10289	pus7	ENSDARG00000031774
zf_xp_gene_10290	pus7l	ENSDARG00000069780
zf_xp_gene_10291	pusl1-like	ENSDARG00000074565
zf_xp_gene_10292	pvrl1-like.2	ENSDARG00000042683
zf_xp_gene_10293	pvrl1-like.2	ENSDARG00000042698
zf_xp_gene_10294	pvrl2	ENSDARG00000042683
zf_xp_gene_10295	pvrl2	ENSDARG00000042698
zf_xp_gene_10296	pwp1-like	ENSDARG00000015921
zf_xp_gene_10297	pwwp2a-like	ENSDARG00000075526
zf_xp_gene_10298	pwwp2b-like	ENSDARG00000101080
zf_xp_gene_10299	pxdc1	ENSDARG00000040309
zf_xp_gene_10300	pxdc1	ENSDARG00000055177
zf_xp_gene_10301	pxdn	ENSDARG00000098733
zf_xp_gene_10302	pxk	ENSDARG00000063195
zf_xp_gene_10303	pxmp2	ENSDARG00000003144
zf_xp_gene_10304	pxmp4	ENSDARG00000114885
zf_xp_gene_10305	pxylp1	ENSDARG00000040644
zf_xp_gene_10306	pycr1	ENSDARG00000102254
zf_xp_gene_10307	pycr1	ENSDARG00000098639
zf_xp_gene_10308	pygl	ENSDARG00000002197
zf_xp_gene_10309	pygl-like.1	ENSDARG00000002197
zf_xp_gene_10310	pygo1	ENSDARG00000098687
zf_xp_gene_10311	pyurf	ENSDARG00000045773
zf_xp_gene_10312	pyy	ENSDARG00000036222
zf_xp_gene_10313	qdpr	ENSDARG00000090822
zf_xp_gene_10314	qdpr	ENSDARG00000040190
zf_xp_gene_10315	qdpr	ENSDARG00000037378
zf_xp_gene_10316	qpctl-like	ENSDARG00000061691
zf_xp_gene_10317	qpctl-like	ENSDARG00000062293
zf_xp_gene_10318	qrsl1	ENSDARG00000032704
zf_xp_gene_10319	qsox1	ENSDARG00000039459
zf_xp_gene_10320	qsox2	ENSDARG00000077174
zf_xp_gene_10321	r3hcc1	ENSDARG00000099593
zf_xp_gene_10322	r3hdm1-like	ENSDARG00000061081
zf_xp_gene_10323	r3hdm2	ENSDARG00000102610
zf_xp_gene_10324	r3hdm4	ENSDARG00000063254
zf_xp_gene_10325	r3hdml	ENSDARG00000030650
zf_xp_gene_10326	rab11a	ENSDARG00000041450
zf_xp_gene_10327	rab11fip2	ENSDARG00000101432
zf_xp_gene_10328	rab11fip4	ENSDARG00000090170
zf_xp_gene_10329	rab11fip4	ENSDARG00000103207
zf_xp_gene_10330	rab11fip5	ENSDARG00000104179
zf_xp_gene_10331	rab12	ENSDARG00000089428
zf_xp_gene_10332	rab14	ENSDARG00000074246
zf_xp_gene_10333	rab14	ENSDARG00000035188
zf_xp_gene_10334	rab15	ENSDARG00000026484
zf_xp_gene_10335	rab18	ENSDARG00000098344
zf_xp_gene_10336	rab21	ENSDARG00000100752
zf_xp_gene_10337	rab23	ENSDARG00000004151
zf_xp_gene_10338	rab26	ENSDARG00000104259
zf_xp_gene_10339	rab27a	ENSDARG00000103935
zf_xp_gene_10340	rab2a	ENSDARG00000020261
zf_xp_gene_10341	rab30	ENSDARG00000037884
zf_xp_gene_10342	rab31	ENSDARG00000115832
zf_xp_gene_10343	rab32	ENSDARG00000041165
zf_xp_gene_10344	rab32	ENSDARG00000029036
zf_xp_gene_10345	rab33a	ENSDARG00000057394
zf_xp_gene_10346	rab33b	ENSDARG00000052290
zf_xp_gene_10347	rab34	ENSDARG00000045628
zf_xp_gene_10348	rab35	ENSDARG00000058425
zf_xp_gene_10349	rab36	ENSDARG00000014058
zf_xp_gene_10350	rab39b	ENSDARG00000019312
zf_xp_gene_10351	rab39b	ENSDARG00000036501
zf_xp_gene_10352	rab3a	ENSDARG00000043835
zf_xp_gene_10353	rab3b	ENSDARG00000114797
zf_xp_gene_10354	rab3c	ENSDARG00000014462
zf_xp_gene_10355	rab3d	ENSDARG00000018107
zf_xp_gene_10356	rab3d	ENSDARG00000101534
zf_xp_gene_10357	rab3gap1	ENSDARG00000098079
zf_xp_gene_10358	rab3gap2	ENSDARG00000044136
zf_xp_gene_10359	rab40c-like	ENSDARG00000061208
zf_xp_gene_10360	rab44	ENSDARG00000045758
zf_xp_gene_10361	rab44	ENSDARG00000068231
zf_xp_gene_10362	rab4b	ENSDARG00000012177
zf_xp_gene_10363	rab5a	ENSDARG00000018602
zf_xp_gene_10364	rab6a	ENSDARG00000031343
zf_xp_gene_10365	rab6a	ENSDARG00000034522
zf_xp_gene_10366	rab9a	ENSDARG00000045027
zf_xp_gene_10367	rab9b	ENSDARG00000103391
zf_xp_gene_10368	rabac1	ENSDARG00000004171
zf_xp_gene_10369	rabep1	ENSDARG00000059600
zf_xp_gene_10370	rabepk-like	ENSDARG00000112165
zf_xp_gene_10371	rabgap1l	ENSDARG00000061757
