mm_zf_gene	zf_gene	mm_gene
mm_zf_gene_15166	ENSDARG00000052188	ENSMUSG00000078796
mm_zf_gene_15167	ENSDARG00000087074	ENSMUSG00000054893
mm_zf_gene_15168	ENSDARG00000087074	ENSMUSG00000052763
mm_zf_gene_15169	ENSDARG00000060885	ENSMUSG00000005621
mm_zf_gene_15170	ENSDARG00000044102	ENSMUSG00000028840
mm_zf_gene_15171	ENSDARG00000014945	ENSMUSG00000041130
mm_zf_gene_15172	ENSDARG00000103388	ENSMUSG00000040524
mm_zf_gene_15173	ENSDARG00000071469	ENSMUSG00000028358
mm_zf_gene_15174	ENSDARG00000014692	ENSMUSG00000052253
mm_zf_gene_15175	ENSDARG00000101361	ENSMUSG00000049606
mm_zf_gene_15176	ENSDARG00000104823	ENSMUSG00000066797
mm_zf_gene_15177	ENSDARG00000062302	ENSMUSG00000075595
mm_zf_gene_15178	ENSDARG00000093469	ENSMUSG00000038895
mm_zf_gene_15179	ENSDARG00000093469	ENSMUSG00000111842
mm_zf_gene_15180	ENSDARG00000079350	ENSMUSG00000047141
mm_zf_gene_15181	ENSDARG00000035563	ENSMUSG00000085795
mm_zf_gene_15182	ENSDARG00000061718	ENSMUSG00000040209
mm_zf_gene_15183	ENSDARG00000056307	ENSMUSG00000062397
mm_zf_gene_15184	ENSDARG00000071868	ENSMUSG00000025529
mm_zf_gene_15185	ENSDARG00000061174	ENSMUSG00000046897
mm_zf_gene_15186	ENSDARG00000102267	ENSMUSG00000039238
mm_zf_gene_15187	ENSDARG00000013279	ENSMUSG00000024220
mm_zf_gene_15188	ENSDARG00000039843	ENSMUSG00000039841
mm_zf_gene_15189	ENSDARG00000027079	ENSMUSG00000070866
mm_zf_gene_15190	ENSDARG00000103396	ENSMUSG00000092094
mm_zf_gene_15191	ENSDARG00000076171	ENSMUSG00000071064
mm_zf_gene_15192	ENSDARG00000074906	ENSMUSG00000050600
mm_zf_gene_15193	ENSDARG00000076988	ENSMUSG00000021271
mm_zf_gene_15194	ENSDARG00000036698	ENSMUSG00000074405
mm_zf_gene_15195	ENSDARG00000008333	ENSMUSG00000075327
mm_zf_gene_15196	ENSDARG00000100280	ENSMUSG00000039501
mm_zf_gene_15197	ENSDARG00000054574	ENSMUSG00000059518
mm_zf_gene_15198	ENSDARG00000030805	ENSMUSG00000075227
mm_zf_gene_15199	ENSDARG00000023950	ENSMUSG00000020526
mm_zf_gene_15200	ENSDARG00000036070	ENSMUSG00000036315
mm_zf_gene_15201	ENSDARG00000020475	ENSMUSG00000033545
mm_zf_gene_15202	ENSDARG00000098792	ENSMUSG00000058446
mm_zf_gene_15203	ENSDARG00000062573	ENSMUSG00000041961
mm_zf_gene_15204	ENSDARG00000086352	ENSMUSG00000022518
mm_zf_gene_15205	ENSDARG00000105346	ENSMUSG00000022518
mm_zf_gene_15206	ENSDARG00000090237	ENSMUSG00000022518
mm_zf_gene_15207	ENSDARG00000086522	ENSMUSG00000022518
mm_zf_gene_15208	ENSDARG00000091409	ENSMUSG00000022518
mm_zf_gene_15209	ENSDARG00000055415	ENSMUSG00000022518
mm_zf_gene_15210	ENSDARG00000004898	ENSMUSG00000022518
mm_zf_gene_15211	ENSDARG00000114958	ENSMUSG00000004948
mm_zf_gene_15212	ENSDARG00000042129	ENSMUSG00000004948
mm_zf_gene_15213	ENSDARG00000042130	ENSMUSG00000004948
mm_zf_gene_15214	ENSDARG00000039828	ENSMUSG00000055933
mm_zf_gene_15215	ENSDARG00000092919	ENSMUSG00000055933
mm_zf_gene_15216	ENSDARG00000059252	ENSMUSG00000055933
mm_zf_gene_15217	ENSDARG00000061835	ENSMUSG00000064310
mm_zf_gene_15218	ENSDARG00000043542	ENSMUSG00000032078
mm_zf_gene_15219	ENSDARG00000060257	ENSMUSG00000030967
mm_zf_gene_15220	ENSDARG00000063190	ENSMUSG00000030967
mm_zf_gene_15221	ENSDARG00000044332	ENSMUSG00000028180
mm_zf_gene_15222	ENSDARG00000091538	ENSMUSG00000036086
mm_zf_gene_15223	ENSDARG00000058448	ENSMUSG00000044068
mm_zf_gene_15224	ENSDARG00000075700	ENSMUSG00000034552
mm_zf_gene_15225	ENSDARG00000055900	ENSMUSG00000033948
mm_zf_gene_15226	ENSDARG00000101282	ENSMUSG00000032846
mm_zf_gene_15227	ENSDARG00000067608	ENSMUSG00000014243
mm_zf_gene_15228	ENSDARG00000069397	ENSMUSG00000021819
mm_zf_gene_15229	ENSDARG00000018738	ENSMUSG00000032264
mm_zf_gene_15230	ENSDARG00000057100	ENSMUSG00000032400
mm_zf_gene_15231	ENSDARG00000007737	ENSMUSG00000034645
mm_zf_gene_15232	ENSDARG00000007737	ENSMUSG00000034636
mm_zf_gene_15233	ENSDARG00000075733	ENSMUSG00000029860
mm_zf_gene_15234	ENSDARG00000094380	ENSMUSG00000055670
mm_zf_gene_15235	ENSDARG00000077581	ENSMUSG00000039068
mm_zf_gene_15236	ENSDARG00000077686	ENSMUSG00000057230
mm_zf_gene_15237	ENSDARG00000062519	ENSMUSG00000030834
mm_zf_gene_15238	ENSDARG00000094901	ENSMUSG00000032842
mm_zf_gene_15239	ENSDARG00000059409	ENSMUSG00000055782
mm_zf_gene_15240	ENSDARG00000061047	ENSMUSG00000032131
mm_zf_gene_15241	ENSDARG00000101961	ENSMUSG00000037818
mm_zf_gene_15242	ENSDARG00000076620	ENSMUSG00000007950
mm_zf_gene_15243	ENSDARG00000062156	ENSMUSG00000035258
mm_zf_gene_15244	ENSDARG00000095180	ENSMUSG00000017631
mm_zf_gene_15245	ENSDARG00000054534	ENSMUSG00000021620
mm_zf_gene_15246	ENSDARG00000059503	ENSMUSG00000015016
mm_zf_gene_15247	ENSDARG00000052142	ENSMUSG00000000532
mm_zf_gene_15248	ENSDARG00000086172	ENSMUSG00000026834
mm_zf_gene_15249	ENSDARG00000103108	ENSMUSG00000061393
mm_zf_gene_15250	ENSDARG00000086271	ENSMUSG00000060923
mm_zf_gene_15251	ENSDARG00000078494	ENSMUSG00000059901
mm_zf_gene_15252	ENSDARG00000075555	ENSMUSG00000058145
mm_zf_gene_15253	ENSDARG00000063407	ENSMUSG00000015850
mm_zf_gene_15254	ENSDARG00000003544	ENSMUSG00000020262
mm_zf_gene_15255	ENSDARG00000073923	ENSMUSG00000046947
mm_zf_gene_15256	ENSDARG00000073923	ENSMUSG00000107071
mm_zf_gene_15257	ENSDARG00000054177	ENSMUSG00000025475
mm_zf_gene_15258	ENSDARG00000076994	ENSMUSG00000031486
mm_zf_gene_15259	ENSDARG00000073673	ENSMUSG00000029090
mm_zf_gene_15260	ENSDARG00000075133	ENSMUSG00000034730
mm_zf_gene_15261	ENSDARG00000078529	ENSMUSG00000034730
mm_zf_gene_15262	ENSDARG00000025667	ENSMUSG00000028782
mm_zf_gene_15263	ENSDARG00000059832	ENSMUSG00000033569
mm_zf_gene_15264	ENSDARG00000053344	ENSMUSG00000044017
mm_zf_gene_15265	ENSDARG00000075134	ENSMUSG00000041293
mm_zf_gene_15266	ENSDARG00000091757	ENSMUSG00000041293
mm_zf_gene_15267	ENSDARG00000086445	ENSMUSG00000041293
mm_zf_gene_15268	ENSDARG00000093316	ENSMUSG00000041293
mm_zf_gene_15269	ENSDARG00000094386	ENSMUSG00000031298
mm_zf_gene_15270	ENSDARG00000054137	ENSMUSG00000039116
mm_zf_gene_15271	ENSDARG00000071088	ENSMUSG00000022755
mm_zf_gene_15272	ENSDARG00000071085	ENSMUSG00000022755
mm_zf_gene_15273	ENSDARG00000069356	ENSMUSG00000028184
mm_zf_gene_15274	ENSDARG00000111712	ENSMUSG00000028184
mm_zf_gene_15275	ENSDARG00000074293	ENSMUSG00000051149
mm_zf_gene_15276	ENSDARG00000070056	ENSMUSG00000042429
mm_zf_gene_15277	ENSDARG00000075694	ENSMUSG00000042429
mm_zf_gene_15278	ENSDARG00000028725	ENSMUSG00000045875
mm_zf_gene_15279	ENSDARG00000027638	ENSMUSG00000047225
mm_zf_gene_15280	ENSDARG00000027638	ENSMUSG00000078420
mm_zf_gene_15281	ENSDARG00000027638	ENSMUSG00000075167
mm_zf_gene_15282	ENSDARG00000027638	ENSMUSG00000059768
mm_zf_gene_15283	ENSDARG00000027638	ENSMUSG00000041885
mm_zf_gene_15284	ENSDARG00000027638	ENSMUSG00000044213
mm_zf_gene_15285	ENSDARG00000027638	ENSMUSG00000075171
mm_zf_gene_15286	ENSDARG00000027638	ENSMUSG00000096029
mm_zf_gene_15287	ENSDARG00000027638	ENSMUSG00000075175
mm_zf_gene_15288	ENSDARG00000027638	ENSMUSG00000049843
mm_zf_gene_15289	ENSDARG00000027638	ENSMUSG00000095248
mm_zf_gene_15290	ENSDARG00000027638	ENSMUSG00000044120
mm_zf_gene_15291	ENSDARG00000027638	ENSMUSG00000089717
mm_zf_gene_15292	ENSDARG00000027638	ENSMUSG00000047969
mm_zf_gene_15293	ENSDARG00000011317	ENSMUSG00000050541
mm_zf_gene_15294	ENSDARG00000086114	ENSMUSG00000058022
mm_zf_gene_15295	ENSDARG00000087822	ENSMUSG00000023353
mm_zf_gene_15296	ENSDARG00000069293	ENSMUSG00000022868
mm_zf_gene_15297	ENSDARG00000075067	ENSMUSG00000040554
mm_zf_gene_15298	ENSDARG00000021913	ENSMUSG00000091415
mm_zf_gene_15299	ENSDARG00000089802	ENSMUSG00000018428
mm_zf_gene_15300	ENSDARG00000087110	ENSMUSG00000039158
mm_zf_gene_15301	ENSDARG00000070230	ENSMUSG00000020256
mm_zf_gene_15302	ENSDARG00000053917	ENSMUSG00000075470
mm_zf_gene_15303	ENSDARG00000074779	ENSMUSG00000063810
mm_zf_gene_15304	ENSDARG00000039878	ENSMUSG00000040506
mm_zf_gene_15305	ENSDARG00000007366	ENSMUSG00000015890
mm_zf_gene_15306	ENSDARG00000095819	ENSMUSG00000045174
mm_zf_gene_15307	ENSDARG00000105578	ENSMUSG00000031751
mm_zf_gene_15308	ENSDARG00000029952	ENSMUSG00000027889
mm_zf_gene_15309	ENSDARG00000005800	ENSMUSG00000005686
mm_zf_gene_15310	ENSDARG00000061736	ENSMUSG00000069601
mm_zf_gene_15311	ENSDARG00000076829	ENSMUSG00000040351
mm_zf_gene_15312	ENSDARG00000002722	ENSMUSG00000025172
mm_zf_gene_15313	ENSDARG00000089207	ENSMUSG00000034867
mm_zf_gene_15314	ENSDARG00000044328	ENSMUSG00000048307
mm_zf_gene_15315	ENSDARG00000045666	ENSMUSG00000044864
mm_zf_gene_15316	ENSDARG00000098445	ENSMUSG00000014747
mm_zf_gene_15317	ENSDARG00000090489	ENSMUSG00000096140
mm_zf_gene_15318	ENSDARG00000057790	ENSMUSG00000040183
mm_zf_gene_15319	ENSDARG00000062396	ENSMUSG00000024219
mm_zf_gene_15320	ENSDARG00000078901	ENSMUSG00000024219
mm_zf_gene_15321	ENSDARG00000104834	ENSMUSG00000034107
mm_zf_gene_15322	ENSDARG00000077229	ENSMUSG00000034863
mm_zf_gene_15323	ENSDARG00000025672	ENSMUSG00000033420
mm_zf_gene_15324	ENSDARG00000105296	ENSMUSG00000062444
mm_zf_gene_15325	ENSDARG00000078111	ENSMUSG00000039623
mm_zf_gene_15326	ENSDARG00000063314	ENSMUSG00000030519
mm_zf_gene_15327	ENSDARG00000090675	ENSMUSG00000004931
mm_zf_gene_15328	ENSDARG00000098203	ENSMUSG00000071847
mm_zf_gene_15329	ENSDARG00000008703	ENSMUSG00000032590
mm_zf_gene_15330	ENSDARG00000096566	ENSMUSG00000030051
mm_zf_gene_15331	ENSDARG00000075016	ENSMUSG00000020609
mm_zf_gene_15332	ENSDARG00000092170	ENSMUSG00000040564
mm_zf_gene_15333	ENSDARG00000100359	ENSMUSG00000042350
mm_zf_gene_15334	ENSDARG00000014763	ENSMUSG00000048076
mm_zf_gene_15335	ENSDARG00000077656	ENSMUSG00000019852
mm_zf_gene_15336	ENSDARG00000104295	ENSMUSG00000036591
mm_zf_gene_15337	ENSDARG00000074184	ENSMUSG00000041444
mm_zf_gene_15338	ENSDARG00000056619	ENSMUSG00000050730
mm_zf_gene_15339	ENSDARG00000111170	ENSMUSG00000031355
mm_zf_gene_15340	ENSDARG00000088630	ENSMUSG00000040964
mm_zf_gene_15341	ENSDARG00000074244	ENSMUSG00000040964
mm_zf_gene_15342	ENSDARG00000100913	ENSMUSG00000059495
mm_zf_gene_15343	ENSDARG00000101644	ENSMUSG00000032875
mm_zf_gene_15344	ENSDARG00000100606	ENSMUSG00000019467
mm_zf_gene_15345	ENSDARG00000060415	ENSMUSG00000021662
mm_zf_gene_15346	ENSDARG00000090656	ENSMUSG00000039219
mm_zf_gene_15347	ENSDARG00000117130	ENSMUSG00000025870
mm_zf_gene_15348	ENSDARG00000103770	ENSMUSG00000002343
mm_zf_gene_15349	ENSDARG00000103044	ENSMUSG00000076441
mm_zf_gene_15350	ENSDARG00000062530	ENSMUSG00000032567
mm_zf_gene_15351	ENSDARG00000103813	ENSMUSG00000030850
mm_zf_gene_15352	ENSDARG00000101369	ENSMUSG00000015461
mm_zf_gene_15353	ENSDARG00000002670	ENSMUSG00000037526
mm_zf_gene_15354	ENSDARG00000101507	ENSMUSG00000024773
mm_zf_gene_15355	ENSDARG00000097650	ENSMUSG00000041341
mm_zf_gene_15356	ENSDARG00000043548	ENSMUSG00000002820
mm_zf_gene_15357	ENSDARG00000088145	ENSMUSG00000002820
mm_zf_gene_15358	ENSDARG00000101094	ENSMUSG00000037400
mm_zf_gene_15359	ENSDARG00000076622	ENSMUSG00000022533
mm_zf_gene_15360	ENSDARG00000091509	ENSMUSG00000078958
mm_zf_gene_15361	ENSDARG00000070440	ENSMUSG00000020566
mm_zf_gene_15362	ENSDARG00000014085	ENSMUSG00000053375
mm_zf_gene_15363	ENSDARG00000014085	ENSMUSG00000019210
mm_zf_gene_15364	ENSDARG00000042285	ENSMUSG00000003341
mm_zf_gene_15365	ENSDARG00000077188	ENSMUSG00000054843
mm_zf_gene_15366	ENSDARG00000089860	ENSMUSG00000020564
mm_zf_gene_15367	ENSDARG00000056427	ENSMUSG00000029673
mm_zf_gene_15368	ENSDARG00000077083	ENSMUSG00000020123
mm_zf_gene_15369	ENSDARG00000045788	ENSMUSG00000020123
mm_zf_gene_15370	ENSDARG00000007436	ENSMUSG00000031390
mm_zf_gene_15371	ENSDARG00000029219	ENSMUSG00000031390
mm_zf_gene_15372	ENSDARG00000073917	ENSMUSG00000051950
mm_zf_gene_15373	ENSDARG00000077740	ENSMUSG00000051950
mm_zf_gene_15374	ENSDARG00000077352	ENSMUSG00000006731
mm_zf_gene_15375	ENSDARG00000076701	ENSMUSG00000055629
mm_zf_gene_15376	ENSDARG00000044781	ENSMUSG00000040605
mm_zf_gene_15377	ENSDARG00000090401	ENSMUSG00000030200
mm_zf_gene_15378	ENSDARG00000074919	ENSMUSG00000027420
mm_zf_gene_15379	ENSDARG00000061682	ENSMUSG00000014329
mm_zf_gene_15380	ENSDARG00000042114	ENSMUSG00000024381
mm_zf_gene_15381	ENSDARG00000061409	ENSMUSG00000026048
mm_zf_gene_15382	ENSDARG00000061409	ENSMUSG00000041684
mm_zf_gene_15383	ENSDARG00000100757	ENSMUSG00000025105
mm_zf_gene_15384	ENSDARG00000111714	ENSMUSG00000047721
mm_zf_gene_15385	ENSDARG00000098130	ENSMUSG00000045160
mm_zf_gene_15386	ENSDARG00000077830	ENSMUSG00000042992
mm_zf_gene_15387	ENSDARG00000055070	ENSMUSG00000062376
mm_zf_gene_15388	ENSDARG00000071339	ENSMUSG00000002345
mm_zf_gene_15389	ENSDARG00000102877	ENSMUSG00000038286
mm_zf_gene_15390	ENSDARG00000076351	ENSMUSG00000004031
mm_zf_gene_15391	ENSDARG00000079161	ENSMUSG00000032589
mm_zf_gene_15392	ENSDARG00000099321	ENSMUSG00000000202
mm_zf_gene_15393	ENSDARG00000006666	ENSMUSG00000032077
mm_zf_gene_15394	ENSDARG00000109940	ENSMUSG00000043505
mm_zf_gene_15395	ENSDARG00000109940	ENSMUSG00000039264
mm_zf_gene_15396	ENSDARG00000090038	ENSMUSG00000030577
mm_zf_gene_15397	ENSDARG00000090277	ENSMUSG00000030577
mm_zf_gene_15398	ENSDARG00000114678	ENSMUSG00000030577
mm_zf_gene_15399	ENSDARG00000082419	ENSMUSG00000064563
mm_zf_gene_15400	ENSDARG00000115416	ENSMUSG00000021488
mm_zf_gene_15401	ENSDARG00000074732	ENSMUSG00000030361
mm_zf_gene_15402	ENSDARG00000074732	ENSMUSG00000079853
mm_zf_gene_15403	ENSDARG00000074732	ENSMUSG00000043932
mm_zf_gene_15404	ENSDARG00000074732	ENSMUSG00000079293
mm_zf_gene_15405	ENSDARG00000074732	ENSMUSG00000079852
mm_zf_gene_15406	ENSDARG00000074732	ENSMUSG00000030165
mm_zf_gene_15407	ENSDARG00000074732	ENSMUSG00000079299
mm_zf_gene_15408	ENSDARG00000074732	ENSMUSG00000030162
mm_zf_gene_15409	ENSDARG00000074732	ENSMUSG00000030156
mm_zf_gene_15410	ENSDARG00000074732	ENSMUSG00000030167
mm_zf_gene_15411	ENSDARG00000074732	ENSMUSG00000033024
mm_zf_gene_15412	ENSDARG00000074732	ENSMUSG00000046080
mm_zf_gene_15413	ENSDARG00000074732	ENSMUSG00000033027
mm_zf_gene_15414	ENSDARG00000074732	ENSMUSG00000050241
mm_zf_gene_15415	ENSDARG00000074732	ENSMUSG00000089727
mm_zf_gene_15416	ENSDARG00000074732	ENSMUSG00000030364
mm_zf_gene_15417	ENSDARG00000074732	ENSMUSG00000033082
mm_zf_gene_15418	ENSDARG00000074732	ENSMUSG00000030154
mm_zf_gene_15419	ENSDARG00000074732	ENSMUSG00000071158
mm_zf_gene_15420	ENSDARG00000074732	ENSMUSG00000079298
mm_zf_gene_15421	ENSDARG00000074732	ENSMUSG00000030159
mm_zf_gene_15422	ENSDARG00000074732	ENSMUSG00000067599
mm_zf_gene_15423	ENSDARG00000074732	ENSMUSG00000052736
mm_zf_gene_15424	ENSDARG00000074732	ENSMUSG00000047720
mm_zf_gene_15425	ENSDARG00000074732	ENSMUSG00000089728
mm_zf_gene_15426	ENSDARG00000074732	ENSMUSG00000030155
mm_zf_gene_15427	ENSDARG00000074732	ENSMUSG00000072718
mm_zf_gene_15428	ENSDARG00000074732	ENSMUSG00000079598
mm_zf_gene_15429	ENSDARG00000074732	ENSMUSG00000067591
mm_zf_gene_15430	ENSDARG00000074732	ENSMUSG00000030157
mm_zf_gene_15431	ENSDARG00000074732	ENSMUSG00000053063
mm_zf_gene_15432	ENSDARG00000074732	ENSMUSG00000030325
mm_zf_gene_15433	ENSDARG00000074732	ENSMUSG00000029915
mm_zf_gene_15434	ENSDARG00000074732	ENSMUSG00000000248
mm_zf_gene_15435	ENSDARG00000074732	ENSMUSG00000030187
mm_zf_gene_15436	ENSDARG00000074732	ENSMUSG00000107872
mm_zf_gene_15437	ENSDARG00000074732	ENSMUSG00000030158
mm_zf_gene_15438	ENSDARG00000074732	ENSMUSG00000067610
mm_zf_gene_15439	ENSDARG00000074732	ENSMUSG00000014543
mm_zf_gene_15440	ENSDARG00000074732	ENSMUSG00000030365
mm_zf_gene_15441	ENSDARG00000074732	ENSMUSG00000071537
mm_zf_gene_15442	ENSDARG00000074732	ENSMUSG00000061769
mm_zf_gene_15443	ENSDARG00000074732	ENSMUSG00000030173
mm_zf_gene_15444	ENSDARG00000002797	ENSMUSG00000070424
mm_zf_gene_15445	ENSDARG00000002797	ENSMUSG00000030651
mm_zf_gene_15446	ENSDARG00000002797	ENSMUSG00000034842
mm_zf_gene_15447	ENSDARG00000040582	ENSMUSG00000048581
mm_zf_gene_15448	ENSDARG00000011549	ENSMUSG00000001076
mm_zf_gene_15449	ENSDARG00000055317	ENSMUSG00000001076
mm_zf_gene_15450	ENSDARG00000061416	ENSMUSG00000091956
mm_zf_gene_15451	ENSDARG00000061416	ENSMUSG00000047990
mm_zf_gene_15452	ENSDARG00000031749	ENSMUSG00000040552
mm_zf_gene_15453	ENSDARG00000056499	ENSMUSG00000028972
mm_zf_gene_15454	ENSDARG00000076964	ENSMUSG00000038990
mm_zf_gene_15455	ENSDARG00000076082	ENSMUSG00000020137
mm_zf_gene_15456	ENSDARG00000076082	ENSMUSG00000073568
mm_zf_gene_15457	ENSDARG00000100053	ENSMUSG00000033278
mm_zf_gene_15458	ENSDARG00000087525	ENSMUSG00000001082
mm_zf_gene_15459	ENSDARG00000099376	ENSMUSG00000016256
mm_zf_gene_15460	ENSDARG00000069929	ENSMUSG00000031442
mm_zf_gene_15461	ENSDARG00000061660	ENSMUSG00000007783
mm_zf_gene_15462	ENSDARG00000099534	ENSMUSG00000041712
mm_zf_gene_15463	ENSDARG00000110616	ENSMUSG00000105096
mm_zf_gene_15464	ENSDARG00000110616	ENSMUSG00000034438
mm_zf_gene_15465	ENSDARG00000110616	ENSMUSG00000079363
mm_zf_gene_15466	ENSDARG00000110616	ENSMUSG00000104713
mm_zf_gene_15467	ENSDARG00000110616	ENSMUSG00000079362
mm_zf_gene_15468	ENSDARG00000110616	ENSMUSG00000029298
mm_zf_gene_15469	ENSDARG00000113254	ENSMUSG00000079941
mm_zf_gene_15470	ENSDARG00000113254	ENSMUSG00000061518
mm_zf_gene_15471	ENSDARG00000010729	ENSMUSG00000039146
mm_zf_gene_15472	ENSDARG00000010729	ENSMUSG00000028037
mm_zf_gene_15473	ENSDARG00000103792	ENSMUSG00000071636
mm_zf_gene_15474	ENSDARG00000103792	ENSMUSG00000034156
mm_zf_gene_15475	ENSDARG00000098424	ENSMUSG00000000103
mm_zf_gene_15476	ENSDARG00000098424	ENSMUSG00000053211
mm_zf_gene_15477	ENSDARG00000051762	ENSMUSG00000032285
mm_zf_gene_15478	ENSDARG00000111801	ENSMUSG00000100962
mm_zf_gene_15479	ENSDARG00000063158	ENSMUSG00000037996
mm_zf_gene_15480	ENSDARG00000078615	ENSMUSG00000039701
mm_zf_gene_15481	ENSDARG00000116404	ENSMUSG00000020331
mm_zf_gene_15482	ENSDARG00000034667	ENSMUSG00000032948
mm_zf_gene_15483	ENSDARG00000034667	ENSMUSG00000046008
mm_zf_gene_15484	ENSDARG00000090818	ENSMUSG00000015488
mm_zf_gene_15485	ENSDARG00000062346	ENSMUSG00000004110
mm_zf_gene_15486	ENSDARG00000095614	ENSMUSG00000004110
mm_zf_gene_15487	ENSDARG00000023683	ENSMUSG00000031142
mm_zf_gene_15488	ENSDARG00000099708	ENSMUSG00000024112
mm_zf_gene_15489	ENSDARG00000052360	ENSMUSG00000020722
mm_zf_gene_15490	ENSDARG00000115540	ENSMUSG00000020723
mm_zf_gene_15491	ENSDARG00000074669	ENSMUSG00000020723
mm_zf_gene_15492	ENSDARG00000003326	ENSMUSG00000040373
mm_zf_gene_15493	ENSDARG00000039240	ENSMUSG00000040373
mm_zf_gene_15494	ENSDARG00000016391	ENSMUSG00000023055
mm_zf_gene_15495	ENSDARG00000088898	ENSMUSG00000060371
mm_zf_gene_15496	ENSDARG00000060116	ENSMUSG00000030272
mm_zf_gene_15497	ENSDARG00000029474	ENSMUSG00000030272
mm_zf_gene_15498	ENSDARG00000100089	ENSMUSG00000057897
mm_zf_gene_15499	ENSDARG00000101387	ENSMUSG00000046447
mm_zf_gene_15500	ENSDARG00000095224	ENSMUSG00000071037
mm_zf_gene_15501	ENSDARG00000059965	ENSMUSG00000041570
mm_zf_gene_15502	ENSDARG00000102865	ENSMUSG00000024726
mm_zf_gene_15503	ENSDARG00000071325	ENSMUSG00000035640
mm_zf_gene_15504	ENSDARG00000074337	ENSMUSG00000038533
mm_zf_gene_15505	ENSDARG00000088911	ENSMUSG00000040380
mm_zf_gene_15506	ENSDARG00000090969	ENSMUSG00000040380
mm_zf_gene_15507	ENSDARG00000053802	ENSMUSG00000040380
mm_zf_gene_15508	ENSDARG00000035718	ENSMUSG00000040380
mm_zf_gene_15509	ENSDARG00000095040	ENSMUSG00000040380
mm_zf_gene_15510	ENSDARG00000097543	ENSMUSG00000089715
mm_zf_gene_15511	ENSDARG00000087181	ENSMUSG00000053411
mm_zf_gene_15512	ENSDARG00000036281	ENSMUSG00000036686
mm_zf_gene_15513	ENSDARG00000100231	ENSMUSG00000031786
mm_zf_gene_15514	ENSDARG00000101377	ENSMUSG00000107499
mm_zf_gene_15515	ENSDARG00000101377	ENSMUSG00000079511
mm_zf_gene_15516	ENSDARG00000090935	ENSMUSG00000025983
mm_zf_gene_15517	ENSDARG00000078822	ENSMUSG00000056531
mm_zf_gene_15518	ENSDARG00000062021	ENSMUSG00000026578
mm_zf_gene_15519	ENSDARG00000096777	ENSMUSG00000057176
mm_zf_gene_15520	ENSDARG00000027851	ENSMUSG00000022701
mm_zf_gene_15521	ENSDARG00000026052	ENSMUSG00000026676
mm_zf_gene_15522	ENSDARG00000100981	ENSMUSG00000027676
mm_zf_gene_15523	ENSDARG00000105136	ENSMUSG00000038127
mm_zf_gene_15524	ENSDARG00000111091	ENSMUSG00000049588
mm_zf_gene_15525	ENSDARG00000074703	ENSMUSG00000002608
mm_zf_gene_15526	ENSDARG00000052089	ENSMUSG00000029193
mm_zf_gene_15527	ENSDARG00000076824	ENSMUSG00000030898
mm_zf_gene_15528	ENSDARG00000104639	ENSMUSG00000071470
mm_zf_gene_15529	ENSDARG00000039328	ENSMUSG00000023572
mm_zf_gene_15530	ENSDARG00000077116	ENSMUSG00000044707
mm_zf_gene_15531	ENSDARG00000099542	ENSMUSG00000042417
mm_zf_gene_15532	ENSDARG00000101309	ENSMUSG00000033904
mm_zf_gene_15533	ENSDARG00000025325	ENSMUSG00000031971
mm_zf_gene_15534	ENSDARG00000075919	ENSMUSG00000039578
mm_zf_gene_15535	ENSDARG00000087749	ENSMUSG00000058690
mm_zf_gene_15536	ENSDARG00000091535	ENSMUSG00000058690
mm_zf_gene_15537	ENSDARG00000086100	ENSMUSG00000060703
mm_zf_gene_15538	ENSDARG00000075515	ENSMUSG00000030798
mm_zf_gene_15539	ENSDARG00000070668	ENSMUSG00000023274
mm_zf_gene_15540	ENSDARG00000089892	ENSMUSG00000005087
mm_zf_gene_15541	ENSDARG00000104283	ENSMUSG00000026490
mm_zf_gene_15542	ENSDARG00000045036	ENSMUSG00000041598
mm_zf_gene_15543	ENSDARG00000062390	ENSMUSG00000063838
mm_zf_gene_15544	ENSDARG00000102769	ENSMUSG00000040420
mm_zf_gene_15545	ENSDARG00000098824	ENSMUSG00000053166
mm_zf_gene_15546	ENSDARG00000075960	ENSMUSG00000059674
mm_zf_gene_15547	ENSDARG00000077996	ENSMUSG00000059674
mm_zf_gene_15548	ENSDARG00000078404	ENSMUSG00000039155
mm_zf_gene_15549	ENSDARG00000012204	ENSMUSG00000026437
mm_zf_gene_15550	ENSDARG00000024219	ENSMUSG00000039298
mm_zf_gene_15551	ENSDARG00000099389	ENSMUSG00000033022
mm_zf_gene_15552	ENSDARG00000095705	ENSMUSG00000064284
mm_zf_gene_15553	ENSDARG00000035952	ENSMUSG00000030878
mm_zf_gene_15554	ENSDARG00000045857	ENSMUSG00000024081
mm_zf_gene_15555	ENSDARG00000078310	ENSMUSG00000071226
mm_zf_gene_15556	ENSDARG00000006983	ENSMUSG00000028137
mm_zf_gene_15557	ENSDARG00000101933	ENSMUSG00000032297
mm_zf_gene_15558	ENSDARG00000039881	ENSMUSG00000052353
mm_zf_gene_15559	ENSDARG00000088924	ENSMUSG00000031629
mm_zf_gene_15560	ENSDARG00000079679	ENSMUSG00000020728
mm_zf_gene_15561	ENSDARG00000068398	ENSMUSG00000040729
mm_zf_gene_15562	ENSDARG00000006128	ENSMUSG00000057335
mm_zf_gene_15563	ENSDARG00000058892	ENSMUSG00000057335
mm_zf_gene_15564	ENSDARG00000058000	ENSMUSG00000033671
