mm_zf_xp_gene	mm_gene	zf_gene	xp_gene
mm_zf_xp_21611	ENSMUSG00000028648	ENSDARG00000006290	ndufs5
mm_zf_xp_21612	ENSMUSG00000028649	NA	LOC101731468
mm_zf_xp_21613	ENSMUSG00000028649	NA	macf1
mm_zf_xp_21614	ENSMUSG00000011257	ENSDARG00000059259	pabpc4
mm_zf_xp_21615	ENSMUSG00000054958	ENSDARG00000035883	nt5c1a
mm_zf_xp_21616	ENSMUSG00000054958	ENSDARG00000035883	LOC100495335
mm_zf_xp_21617	ENSMUSG00000046093	NA	hpcal4
mm_zf_xp_21618	ENSMUSG00000028651	ENSDARG00000103234	ppie-like
mm_zf_xp_21619	ENSMUSG00000076436	ENSDARG00000013063	NA
mm_zf_xp_21620	ENSMUSG00000076436	ENSDARG00000054319	NA
mm_zf_xp_21621	ENSMUSG00000076438	ENSDARG00000013063	NA
mm_zf_xp_21622	ENSMUSG00000076438	ENSDARG00000054319	NA
mm_zf_xp_21623	ENSMUSG00000028653	ENSDARG00000032876	trit1
mm_zf_xp_21624	ENSMUSG00000028654	ENSDARG00000006003	NA
mm_zf_xp_21625	ENSMUSG00000028654	ENSDARG00000034956	NA
mm_zf_xp_21626	ENSMUSG00000028655	NA	mfsd2a
mm_zf_xp_21627	ENSMUSG00000028656	ENSDARG00000016350	NA
mm_zf_xp_21628	ENSMUSG00000028657	ENSDARG00000039980	NA
mm_zf_xp_21629	ENSMUSG00000049878	ENSDARG00000063553	rlf
mm_zf_xp_21630	ENSMUSG00000043207	ENSDARG00000044090	zmpste24
mm_zf_xp_21631	ENSMUSG00000028626	ENSDARG00000024492	col9a2
mm_zf_xp_21632	ENSMUSG00000032870	ENSDARG00000061446	NA
mm_zf_xp_21633	ENSMUSG00000028629	ENSDARG00000042727	NA
mm_zf_xp_21634	ENSMUSG00000032890	ENSDARG00000062305	rims3
mm_zf_xp_21635	ENSMUSG00000032897	ENSDARG00000070151	nfyc
mm_zf_xp_21636	ENSMUSG00000028631	ENSDARG00000089490	kcnq4
mm_zf_xp_21637	ENSMUSG00000070803	ENSDARG00000101009	NA
mm_zf_xp_21638	ENSMUSG00000070803	ENSDARG00000035990	NA
mm_zf_xp_21639	ENSMUSG00000028633	ENSDARG00000098386	NA
mm_zf_xp_21640	ENSMUSG00000028633	ENSDARG00000030700	NA
mm_zf_xp_21641	ENSMUSG00000000085	ENSDARG00000104311	scmh1
mm_zf_xp_21642	ENSMUSG00000052135	ENSDARG00000023058	foxo6
mm_zf_xp_21643	ENSMUSG00000052135	ENSDARG00000042904	foxo6
mm_zf_xp_21644	ENSMUSG00000028635	ENSDARG00000070578	NA
mm_zf_xp_21645	ENSMUSG00000028634	ENSDARG00000075928	hivep3
mm_zf_xp_21646	ENSMUSG00000028634	ENSDARG00000037154	hivep3
mm_zf_xp_21647	ENSMUSG00000032998	NA	foxj3
mm_zf_xp_21648	ENSMUSG00000048899	ENSDARG00000016830	rimkla
mm_zf_xp_21649	ENSMUSG00000070806	NA	zmynd12
mm_zf_xp_21650	ENSMUSG00000028636	ENSDARG00000061889	ppcs
mm_zf_xp_21651	ENSMUSG00000028637	NA	ccdc30
mm_zf_xp_21652	ENSMUSG00000033036	ENSDARG00000041530	ppih
mm_zf_xp_21653	ENSMUSG00000066058	ENSDARG00000044569	cldn19
mm_zf_xp_21654	ENSMUSG00000028641	ENSDARG00000071212	lepre1
mm_zf_xp_21655	ENSMUSG00000028641	ENSDARG00000071212	Xetrov90018478m
mm_zf_xp_21656	ENSMUSG00000028641	ENSDARG00000071212	LOC101734450
mm_zf_xp_21657	ENSMUSG00000078584	ENSDARG00000071211	NA
mm_zf_xp_21658	ENSMUSG00000028642	ENSDARG00000079307	NA
mm_zf_xp_21659	ENSMUSG00000028643	ENSDARG00000102305	NA
mm_zf_xp_21660	ENSMUSG00000028645	ENSDARG00000007412	NA
mm_zf_xp_21661	ENSMUSG00000028645	ENSDARG00000001437	NA
mm_zf_xp_21662	ENSMUSG00000049154	ENSDARG00000087144	LOC100493425
mm_zf_xp_21663	ENSMUSG00000049154	ENSDARG00000087144	Xetrov90026273m
mm_zf_xp_21664	ENSMUSG00000028729	ENSDARG00000054980	LOC101730438-like
mm_zf_xp_21665	ENSMUSG00000028730	ENSDARG00000058090	wdr65
mm_zf_xp_21666	ENSMUSG00000050854	ENSDARG00000075980	tmem125-like
mm_zf_xp_21667	ENSMUSG00000033191	ENSDARG00000004105	tie1
mm_zf_xp_21668	ENSMUSG00000006389	ENSDARG00000039222	NA
mm_zf_xp_21669	ENSMUSG00000006398	ENSDARG00000100741	NA
mm_zf_xp_21670	ENSMUSG00000006390	ENSDARG00000103735	elovl1
mm_zf_xp_21671	ENSMUSG00000006390	ENSDARG00000099960	elovl1
mm_zf_xp_21672	ENSMUSG00000006392	ENSDARG00000114425	med8
mm_zf_xp_21673	ENSMUSG00000033253	ENSDARG00000100203	szt2
mm_zf_xp_21674	ENSMUSG00000033253	ENSDARG00000100203	Xetrov90011716m
mm_zf_xp_21675	ENSMUSG00000033295	ENSDARG00000103479	ptprf
mm_zf_xp_21676	ENSMUSG00000033326	NA	kdm4a
mm_zf_xp_21677	ENSMUSG00000028538	ENSDARG00000015252	NA
mm_zf_xp_21678	ENSMUSG00000028538	ENSDARG00000015374	NA
mm_zf_xp_21679	ENSMUSG00000033365	ENSDARG00000060618	ipo13
mm_zf_xp_21680	ENSMUSG00000028540	ENSDARG00000078077	dph2
mm_zf_xp_21681	ENSMUSG00000033379	ENSDARG00000031681	atp6v0b
mm_zf_xp_21682	ENSMUSG00000028541	ENSDARG00000077994	b4galt2-like
mm_zf_xp_21683	ENSMUSG00000078588	ENSDARG00000038793	LOC101731708
mm_zf_xp_21684	ENSMUSG00000028542	ENSDARG00000018534	slc6a9
mm_zf_xp_21685	ENSMUSG00000070902	NA	Xetrov90027440m
mm_zf_xp_21686	ENSMUSG00000009640	ENSDARG00000042087	dmap1
mm_zf_xp_21687	ENSMUSG00000028677	ENSDARG00000075183	LOC100492804
mm_zf_xp_21688	ENSMUSG00000028677	ENSDARG00000060929	LOC100492804
mm_zf_xp_21689	ENSMUSG00000048772	ENSDARG00000038789	NA
mm_zf_xp_21690	ENSMUSG00000028678	NA	kif2c
mm_zf_xp_21691	ENSMUSG00000047675	ENSDARG00000055996	rps8
mm_zf_xp_21692	ENSMUSG00000047675	ENSDARG00000057368	rps8
mm_zf_xp_21693	ENSMUSG00000028680	ENSDARG00000038754	NA
mm_zf_xp_21694	ENSMUSG00000047671	NA	tctex1d4
mm_zf_xp_21695	ENSMUSG00000073771	NA	btbd19-like
mm_zf_xp_21696	ENSMUSG00000028681	ENSDARG00000055026	NA
mm_zf_xp_21697	ENSMUSG00000028683	ENSDARG00000018106	eif2b3
mm_zf_xp_21698	ENSMUSG00000046861	ENSDARG00000038905	hectd3
mm_zf_xp_21699	ENSMUSG00000028684	ENSDARG00000006818	NA
mm_zf_xp_21700	ENSMUSG00000033948	ENSDARG00000055900	zswim5
mm_zf_xp_21701	ENSMUSG00000043155	ENSDARG00000101010	Xetrov90026597m
mm_zf_xp_21702	ENSMUSG00000043155	ENSDARG00000101010	hpdl
mm_zf_xp_21703	ENSMUSG00000028687	NA	mutyh
mm_zf_xp_21704	ENSMUSG00000028688	ENSDARG00000077544	toe1
mm_zf_xp_21705	ENSMUSG00000033985	ENSDARG00000061450	tesk2
mm_zf_xp_21706	ENSMUSG00000028690	ENSDARG00000043877	NA
mm_zf_xp_21707	ENSMUSG00000028691	ENSDARG00000058734	NA
mm_zf_xp_21708	ENSMUSG00000028692	ENSDARG00000052030	akr1a1
mm_zf_xp_21709	ENSMUSG00000028693	ENSDARG00000039208	NA
mm_zf_xp_21710	ENSMUSG00000034035	NA	ccdc17
mm_zf_xp_21711	ENSMUSG00000034035	NA	LOC101733096
mm_zf_xp_21712	ENSMUSG00000034035	NA	Xetrov90011694m
mm_zf_xp_21713	ENSMUSG00000034042	ENSDARG00000075569	NA
mm_zf_xp_21714	ENSMUSG00000055900	ENSDARG00000076017	tmem69
mm_zf_xp_21715	ENSMUSG00000028696	NA	ipp
mm_zf_xp_21716	ENSMUSG00000003810	ENSDARG00000074311	NA
mm_zf_xp_21717	ENSMUSG00000028698	ENSDARG00000034409	pik3r3
mm_zf_xp_21718	ENSMUSG00000028698	ENSDARG00000103038	pik3r3
mm_zf_xp_21719	ENSMUSG00000111410	ENSDARG00000034409	pik3r3
mm_zf_xp_21720	ENSMUSG00000111410	ENSDARG00000103038	pik3r3
mm_zf_xp_21721	ENSMUSG00000028698	ENSDARG00000034409	NA
mm_zf_xp_21722	ENSMUSG00000028698	ENSDARG00000103038	NA
mm_zf_xp_21723	ENSMUSG00000111410	ENSDARG00000034409	NA
mm_zf_xp_21724	ENSMUSG00000111410	ENSDARG00000103038	NA
mm_zf_xp_21725	ENSMUSG00000028699	ENSDARG00000052027	tspan1
mm_zf_xp_21726	ENSMUSG00000028699	ENSDARG00000052027	tspan16
mm_zf_xp_21727	ENSMUSG00000028700	ENSDARG00000052025	pomgnt1
mm_zf_xp_21728	ENSMUSG00000028701	ENSDARG00000115301	lurap1-like
mm_zf_xp_21729	ENSMUSG00000028702	ENSDARG00000018623	Xetrov90011831m
mm_zf_xp_21730	ENSMUSG00000028702	ENSDARG00000018623	LOC101732000
mm_zf_xp_21731	ENSMUSG00000028703	ENSDARG00000096306	lrrc41
mm_zf_xp_21732	ENSMUSG00000063882	ENSDARG00000059128	LOC100492979
mm_zf_xp_21733	ENSMUSG00000028706	ENSDARG00000021324	nsun4
mm_zf_xp_21734	ENSMUSG00000028706	ENSDARG00000021324	LOC101734691
mm_zf_xp_21735	ENSMUSG00000028707	ENSDARG00000009922	dmbx1
mm_zf_xp_21736	ENSMUSG00000028707	ENSDARG00000002510	dmbx1
mm_zf_xp_21737	ENSMUSG00000073774	NA	kncn
mm_zf_xp_21738	ENSMUSG00000028708	NA	LOC101733835
mm_zf_xp_21739	ENSMUSG00000028708	NA	Xetrov90011857m
mm_zf_xp_21740	ENSMUSG00000028709	ENSDARG00000043705	mob3c
mm_zf_xp_21741	ENSMUSG00000028710	ENSDARG00000042799	atpaf1
mm_zf_xp_21742	ENSMUSG00000034210	NA	LOC100493539
mm_zf_xp_21743	ENSMUSG00000034210	NA	efcab14-like
mm_zf_xp_21744	ENSMUSG00000028713	ENSDARG00000053530	NA
mm_zf_xp_21745	ENSMUSG00000028712	ENSDARG00000004964	NA
mm_zf_xp_21746	ENSMUSG00000028712	ENSDARG00000053530	NA
mm_zf_xp_21747	ENSMUSG00000063929	ENSDARG00000004964	NA
mm_zf_xp_21748	ENSMUSG00000063929	ENSDARG00000053530	NA
mm_zf_xp_21749	ENSMUSG00000084346	ENSDARG00000004964	NA
mm_zf_xp_21750	ENSMUSG00000084346	ENSDARG00000053530	NA
mm_zf_xp_21751	ENSMUSG00000066072	ENSDARG00000004964	NA
mm_zf_xp_21752	ENSMUSG00000066072	ENSDARG00000053530	NA
mm_zf_xp_21753	ENSMUSG00000047155	ENSDARG00000004964	NA
mm_zf_xp_21754	ENSMUSG00000047155	ENSDARG00000053530	NA
mm_zf_xp_21755	ENSMUSG00000028712	ENSDARG00000004964	NA
mm_zf_xp_21756	ENSMUSG00000028712	ENSDARG00000053530	NA
mm_zf_xp_21757	ENSMUSG00000063929	ENSDARG00000004964	NA
mm_zf_xp_21758	ENSMUSG00000063929	ENSDARG00000053530	NA
mm_zf_xp_21759	ENSMUSG00000084346	ENSDARG00000004964	NA
mm_zf_xp_21760	ENSMUSG00000084346	ENSDARG00000053530	NA
mm_zf_xp_21761	ENSMUSG00000066072	ENSDARG00000004964	NA
mm_zf_xp_21762	ENSMUSG00000066072	ENSDARG00000053530	NA
mm_zf_xp_21763	ENSMUSG00000028716	ENSDARG00000017127	NA
mm_zf_xp_21764	ENSMUSG00000028717	ENSDARG00000019930	tal1
mm_zf_xp_21765	ENSMUSG00000028718	ENSDARG00000024904	stil
mm_zf_xp_21766	ENSMUSG00000028719	NA	cmpk1-like
mm_zf_xp_21767	ENSMUSG00000055210	ENSDARG00000029179	foxd2
mm_zf_xp_21768	ENSMUSG00000070867	NA	trabd2b
mm_zf_xp_21769	ENSMUSG00000028544	ENSDARG00000005518	slc5a9
mm_zf_xp_21770	ENSMUSG00000034401	ENSDARG00000021115	spata6-like
mm_zf_xp_21771	ENSMUSG00000061298	NA	Xetrov90011882m
mm_zf_xp_21772	ENSMUSG00000061298	NA	agbl4
mm_zf_xp_21773	ENSMUSG00000028545	ENSDARG00000075624	bend5-like
mm_zf_xp_21774	ENSMUSG00000028546	ENSDARG00000045639	elavl4
mm_zf_xp_21775	ENSMUSG00000047143	ENSDARG00000039412	dmrta2
mm_zf_xp_21776	ENSMUSG00000010517	ENSDARG00000022418	faf1
mm_zf_xp_21777	ENSMUSG00000028551	ENSDARG00000057610	cdkn2c
mm_zf_xp_21778	ENSMUSG00000028557	ENSDARG00000040635	rnf11
mm_zf_xp_21779	ENSMUSG00000028557	ENSDARG00000040635	rnf11.2
mm_zf_xp_21780	ENSMUSG00000028555	ENSDARG00000074126	LOC100485638
mm_zf_xp_21781	ENSMUSG00000028555	ENSDARG00000074126	ttc39a
mm_zf_xp_21782	ENSMUSG00000028552	ENSDARG00000078216	eps15
mm_zf_xp_21783	ENSMUSG00000028559	ENSDARG00000069298	osbpl9
mm_zf_xp_21784	ENSMUSG00000053510	ENSDARG00000019596	LOC101730862
mm_zf_xp_21785	ENSMUSG00000053510	ENSDARG00000062372	LOC101730862
mm_zf_xp_21786	ENSMUSG00000003411	ENSDARG00000114797	rab3b
mm_zf_xp_21787	ENSMUSG00000028567	ENSDARG00000038980	NA
mm_zf_xp_21788	ENSMUSG00000073775	ENSDARG00000054301	NA
mm_zf_xp_21789	ENSMUSG00000028568	ENSDARG00000089681	btf3l4
mm_zf_xp_21790	ENSMUSG00000034557	ENSDARG00000100764	NA
mm_zf_xp_21791	ENSMUSG00000034557	ENSDARG00000101903	NA
mm_zf_xp_21792	ENSMUSG00000028582	ENSDARG00000099445	cc2d1b-like
mm_zf_xp_21793	ENSMUSG00000028587	ENSDARG00000039217	NA
mm_zf_xp_21794	ENSMUSG00000063800	ENSDARG00000039213	prpf38a
mm_zf_xp_21795	ENSMUSG00000028597	ENSDARG00000091511	gpx7
mm_zf_xp_21796	ENSMUSG00000059816	NA	fam159a
mm_zf_xp_21797	ENSMUSG00000048351	ENSDARG00000019355	coa7
mm_zf_xp_21798	ENSMUSG00000034636	ENSDARG00000007737	NA
mm_zf_xp_21799	ENSMUSG00000034636	ENSDARG00000101799	NA
mm_zf_xp_21800	ENSMUSG00000034645	ENSDARG00000007737	NA
mm_zf_xp_21801	ENSMUSG00000034645	ENSDARG00000101799	NA
mm_zf_xp_21802	ENSMUSG00000028601	ENSDARG00000016607	NA
mm_zf_xp_21803	ENSMUSG00000028603	ENSDARG00000102356	scp2
mm_zf_xp_21804	ENSMUSG00000028600	ENSDARG00000019025	podn
mm_zf_xp_21805	ENSMUSG00000008932	ENSDARG00000026248	slc1a7-like
mm_zf_xp_21806	ENSMUSG00000008932	ENSDARG00000026248	LOC100496215
mm_zf_xp_21807	ENSMUSG00000008932	ENSDARG00000034940	slc1a7-like
mm_zf_xp_21808	ENSMUSG00000008932	ENSDARG00000034940	LOC100496215
mm_zf_xp_21809	ENSMUSG00000028607	ENSDARG00000038618	cpt2
mm_zf_xp_21810	ENSMUSG00000028609	ENSDARG00000038635	magoh
mm_zf_xp_21811	ENSMUSG00000028613	ENSDARG00000070074	lrp8
mm_zf_xp_21812	ENSMUSG00000028610	NA	dmrtb1
mm_zf_xp_21813	ENSMUSG00000034762	ENSDARG00000027933	glis1
mm_zf_xp_21814	ENSMUSG00000034762	ENSDARG00000068580	glis1
mm_zf_xp_21815	ENSMUSG00000028614	ENSDARG00000021120	ndc1
mm_zf_xp_21816	ENSMUSG00000057375	ENSDARG00000014474	yipf1
mm_zf_xp_21817	ENSMUSG00000057375	ENSDARG00000014474	yipf2
mm_zf_xp_21818	ENSMUSG00000034785	ENSDARG00000042112	Xetrov90011930m
mm_zf_xp_21819	ENSMUSG00000066037	ENSDARG00000014569	NA
mm_zf_xp_21820	ENSMUSG00000001089	ENSDARG00000075556	luzp1
mm_zf_xp_21821	ENSMUSG00000036940	ENSDARG00000060679	kdm1a-like
mm_zf_xp_21822	ENSMUSG00000070683	ENSDARG00000070467	NA
mm_zf_xp_21823	ENSMUSG00000028664	ENSDARG00000037373	NA
mm_zf_xp_21824	ENSMUSG00000028664	ENSDARG00000021539	NA
mm_zf_xp_21825	ENSMUSG00000036896	ENSDARG00000095627	NA
mm_zf_xp_21826	ENSMUSG00000036887	ENSDARG00000044613	NA
mm_zf_xp_21827	ENSMUSG00000028661	NA	epha8
mm_zf_xp_21828	ENSMUSG00000028661	NA	LOC101734752
mm_zf_xp_21829	ENSMUSG00000060862	ENSDARG00000091762	zbtb40
mm_zf_xp_21830	ENSMUSG00000028920	ENSDARG00000087545	fbxo42
mm_zf_xp_21831	ENSMUSG00000040842	ENSDARG00000056338	NA
mm_zf_xp_21832	ENSMUSG00000028923	ENSDARG00000046002	necap2
mm_zf_xp_21833	ENSMUSG00000040860	NA	LOC100487173
mm_zf_xp_21834	ENSMUSG00000040860	NA	crocc
mm_zf_xp_21835	ENSMUSG00000040860	NA	LOC100498193-like
mm_zf_xp_21836	ENSMUSG00000036622	ENSDARG00000061890	NA
mm_zf_xp_21837	ENSMUSG00000009863	ENSDARG00000075768	Xetrov90027205m
mm_zf_xp_21838	ENSMUSG00000028927	ENSDARG00000044167	padi2
mm_zf_xp_21839	ENSMUSG00000025330	NA	Xetrov90030142m
mm_zf_xp_21840	ENSMUSG00000040945	ENSDARG00000011510	LOC100494942
mm_zf_xp_21841	ENSMUSG00000040964	ENSDARG00000088630	Xetrov90028761m
mm_zf_xp_21842	ENSMUSG00000040964	ENSDARG00000074244	Xetrov90028761m
mm_zf_xp_21843	ENSMUSG00000040972	ENSDARG00000056084	Xetrov90030945m
mm_zf_xp_21844	ENSMUSG00000040972	ENSDARG00000056084	igsf21
mm_zf_xp_21845	ENSMUSG00000040972	ENSDARG00000031049	Xetrov90030945m
mm_zf_xp_21846	ENSMUSG00000040972	ENSDARG00000031049	igsf21
mm_zf_xp_21847	ENSMUSG00000078234	ENSDARG00000105322	Xetrov90029214m
mm_zf_xp_21848	ENSMUSG00000028736	ENSDARG00000100398	NA
mm_zf_xp_21849	ENSMUSG00000028736	ENSDARG00000070818	NA
mm_zf_xp_21850	ENSMUSG00000028738	ENSDARG00000053135	NA
mm_zf_xp_21851	ENSMUSG00000028738	ENSDARG00000059397	NA
mm_zf_xp_21852	ENSMUSG00000028737	ENSDARG00000038207	NA
mm_zf_xp_21853	ENSMUSG00000094439	ENSDARG00000102911	NA
mm_zf_xp_21854	ENSMUSG00000094439	ENSDARG00000062101	NA
mm_zf_xp_21855	ENSMUSG00000041025	ENSDARG00000102911	NA
mm_zf_xp_21856	ENSMUSG00000041025	ENSDARG00000062101	NA
mm_zf_xp_21857	ENSMUSG00000066036	ENSDARG00000009549	ubr4
mm_zf_xp_21858	ENSMUSG00000078517	ENSDARG00000057255	emc1
mm_zf_xp_21859	ENSMUSG00000028743	ENSDARG00000016649	NA
mm_zf_xp_21860	ENSMUSG00000028741	ENSDARG00000007130	mrto4
mm_zf_xp_21861	ENSMUSG00000028745	ENSDARG00000100252	capzb
mm_zf_xp_21862	ENSMUSG00000041120	NA	nbl1
mm_zf_xp_21863	ENSMUSG00000028747	ENSDARG00000016095	htr6
mm_zf_xp_21864	ENSMUSG00000041143	ENSDARG00000078924	LOC101732283
mm_zf_xp_21865	ENSMUSG00000070661	NA	rnf186
mm_zf_xp_21866	ENSMUSG00000041161	ENSDARG00000022648	NA
mm_zf_xp_21867	ENSMUSG00000028751	NA	LOC100496855
mm_zf_xp_21868	ENSMUSG00000028751	NA	LOC101735122
mm_zf_xp_21869	ENSMUSG00000043621	ENSDARG00000052535	LOC100493414
mm_zf_xp_21870	ENSMUSG00000028753	ENSDARG00000059705	Xetrov90028927m
mm_zf_xp_21871	ENSMUSG00000046447	ENSDARG00000101387	NA
mm_zf_xp_21872	ENSMUSG00000041241	ENSDARG00000052527	mul1-like
mm_zf_xp_21873	ENSMUSG00000078235	ENSDARG00000070222	fam43b
mm_zf_xp_21874	ENSMUSG00000028756	ENSDARG00000001929	NA
mm_zf_xp_21875	ENSMUSG00000028757	ENSDARG00000037318	ddost
mm_zf_xp_21876	ENSMUSG00000028758	ENSDARG00000055238	NA
mm_zf_xp_21877	ENSMUSG00000028759	ENSDARG00000044669	NA
mm_zf_xp_21878	ENSMUSG00000028760	ENSDARG00000077215	LOC100216088
mm_zf_xp_21879	ENSMUSG00000028760	ENSDARG00000074331	LOC100216088
mm_zf_xp_21880	ENSMUSG00000057530	ENSDARG00000061737	NA
mm_zf_xp_21881	ENSMUSG00000028766	ENSDARG00000015546	LOC101730334
mm_zf_xp_21882	ENSMUSG00000041351	ENSDARG00000056554	LOC100495237
mm_zf_xp_21883	ENSMUSG00000043411	ENSDARG00000090301	usp48
mm_zf_xp_21884	ENSMUSG00000028763	ENSDARG00000076564	Xetrov90019615m
mm_zf_xp_21885	ENSMUSG00000028763	ENSDARG00000076564	LOC101732203
mm_zf_xp_21886	ENSMUSG00000006699	ENSDARG00000044573	cdc42
mm_zf_xp_21887	ENSMUSG00000036856	NA	wnt4
mm_zf_xp_21888	ENSMUSG00000062478	NA	ctrc
mm_zf_xp_21889	ENSMUSG00000058579	ENSDARG00000056744	NA
mm_zf_xp_21890	ENSMUSG00000058579	ENSDARG00000056765	NA
mm_zf_xp_21891	ENSMUSG00000058579	ENSDARG00000056744	NA
mm_zf_xp_21892	ENSMUSG00000058579	ENSDARG00000056765	NA
mm_zf_xp_21893	ENSMUSG00000028914	ENSDARG00000004325	NA
mm_zf_xp_21894	ENSMUSG00000040697	ENSDARG00000059699	LOC100488071
mm_zf_xp_21895	ENSMUSG00000040697	ENSDARG00000060725	LOC100488071
mm_zf_xp_21896	ENSMUSG00000040706	ENSDARG00000059700	NA
mm_zf_xp_21897	ENSMUSG00000040715	NA	Xetrov90029592m
mm_zf_xp_21898	ENSMUSG00000078515	NA	Xetrov90029592m
mm_zf_xp_21899	ENSMUSG00000028917	ENSDARG00000078850	plekhm2
mm_zf_xp_21900	ENSMUSG00000040740	ENSDARG00000087401	slc25a34
mm_zf_xp_21901	ENSMUSG00000043085	ENSDARG00000097606	tmem82
mm_zf_xp_21902	ENSMUSG00000006219	ENSDARG00000071558	Xetrov90028790m
mm_zf_xp_21903	ENSMUSG00000063882	ENSDARG00000059128	NA
mm_zf_xp_21904	ENSMUSG00000040761	ENSDARG00000074245	spen
mm_zf_xp_21905	ENSMUSG00000040761	ENSDARG00000074245	LOC100496008
mm_zf_xp_21906	ENSMUSG00000006215	ENSDARG00000074548	NA
mm_zf_xp_21907	ENSMUSG00000006221	ENSDARG00000104441	NA
mm_zf_xp_21908	ENSMUSG00000006218	ENSDARG00000037320	NA
mm_zf_xp_21909	ENSMUSG00000028919	ENSDARG00000078853	NA
mm_zf_xp_21910	ENSMUSG00000057637	ENSDARG00000076451	prdm2
mm_zf_xp_21911	ENSMUSG00000040606	ENSDARG00000076923	kazn
mm_zf_xp_21912	ENSMUSG00000040606	ENSDARG00000006601	kazn
mm_zf_xp_21913	ENSMUSG00000040616	ENSDARG00000068575	tmem51
mm_zf_xp_21914	ENSMUSG00000040616	ENSDARG00000061916	tmem51
mm_zf_xp_21915	ENSMUSG00000051435	ENSDARG00000056723	Xetrov90018638m
mm_zf_xp_21916	ENSMUSG00000040659	ENSDARG00000055759	efhd2
mm_zf_xp_21917	ENSMUSG00000019055	ENSDARG00000059746	NA
mm_zf_xp_21918	ENSMUSG00000029020	ENSDARG00000079504	mfn2
mm_zf_xp_21919	ENSMUSG00000029022	ENSDARG00000088346	miip-like.2
mm_zf_xp_21920	ENSMUSG00000029022	ENSDARG00000088346	miip-like.1
mm_zf_xp_21921	ENSMUSG00000029022	ENSDARG00000088346	Xetrov90028135m
mm_zf_xp_21922	ENSMUSG00000028602	NA	tnfrsf8
mm_zf_xp_21923	ENSMUSG00000020220	ENSDARG00000017986	vps13d
mm_zf_xp_21924	ENSMUSG00000066026	ENSDARG00000044982	dhrs3
mm_zf_xp_21925	ENSMUSG00000066026	ENSDARG00000044803	dhrs3
mm_zf_xp_21926	ENSMUSG00000041735	ENSDARG00000093687	aadacl4
mm_zf_xp_21927	ENSMUSG00000041735	ENSDARG00000093687	LOC100492051
mm_zf_xp_21928	ENSMUSG00000070609	ENSDARG00000093687	aadacl4
mm_zf_xp_21929	ENSMUSG00000070609	ENSDARG00000093687	LOC100492051
mm_zf_xp_21930	ENSMUSG00000078504	ENSDARG00000093687	aadacl4
mm_zf_xp_21931	ENSMUSG00000078504	ENSDARG00000093687	LOC100492051
mm_zf_xp_21932	ENSMUSG00000028593	ENSDARG00000093687	aadacl4
mm_zf_xp_21933	ENSMUSG00000028593	ENSDARG00000093687	LOC100492051
mm_zf_xp_21934	ENSMUSG00000078505	ENSDARG00000093687	aadacl4
mm_zf_xp_21935	ENSMUSG00000078505	ENSDARG00000093687	LOC100492051
mm_zf_xp_21936	ENSMUSG00000078507	ENSDARG00000093687	NA
mm_zf_xp_21937	ENSMUSG00000028589	ENSDARG00000032885	NA
mm_zf_xp_21938	ENSMUSG00000028584	ENSDARG00000075147	LOC101735010
mm_zf_xp_21939	ENSMUSG00000028584	ENSDARG00000075147	lrrc38
mm_zf_xp_21940	ENSMUSG00000029074	ENSDARG00000090472	LOC101733827
mm_zf_xp_21941	ENSMUSG00000029076	ENSDARG00000070682	sdf4
mm_zf_xp_21942	ENSMUSG00000050796	ENSDARG00000038414	b3galt6
mm_zf_xp_21943	ENSMUSG00000023571	NA	fam132a
mm_zf_xp_21944	ENSMUSG00000023286	ENSDARG00000061161	ube2j2
mm_zf_xp_21945	ENSMUSG00000029033	ENSDARG00000075990	acap3
mm_zf_xp_21946	ENSMUSG00000029033	ENSDARG00000099240	acap3
mm_zf_xp_21947	ENSMUSG00000051557	ENSDARG00000074565	pusl1-like
mm_zf_xp_21948	ENSMUSG00000029034	NA	LOC101732272
mm_zf_xp_21949	ENSMUSG00000029073	ENSDARG00000052537	cptp
mm_zf_xp_21950	ENSMUSG00000029073	ENSDARG00000052537	LOC100490446-like
mm_zf_xp_21951	ENSMUSG00000029072	ENSDARG00000006341	NA
mm_zf_xp_21952	ENSMUSG00000029071	NA	dvl1
mm_zf_xp_21953	ENSMUSG00000029070	ENSDARG00000062129	LOC101734843
mm_zf_xp_21954	ENSMUSG00000029070	ENSDARG00000062129	mxra8
mm_zf_xp_21955	ENSMUSG00000029070	ENSDARG00000062129	Xetrov90010432m
mm_zf_xp_21956	ENSMUSG00000029070	ENSDARG00000062129	Xetrov90010434m
mm_zf_xp_21957	ENSMUSG00000029070	ENSDARG00000062129	LOC100495323
mm_zf_xp_21958	ENSMUSG00000029070	ENSDARG00000062222	LOC101734843
mm_zf_xp_21959	ENSMUSG00000029070	ENSDARG00000062222	mxra8
mm_zf_xp_21960	ENSMUSG00000029070	ENSDARG00000062222	Xetrov90010432m
mm_zf_xp_21961	ENSMUSG00000029070	ENSDARG00000062222	Xetrov90010434m
mm_zf_xp_21962	ENSMUSG00000029070	ENSDARG00000062222	LOC100495323
mm_zf_xp_21963	ENSMUSG00000065990	ENSDARG00000074985	NA
mm_zf_xp_21964	ENSMUSG00000029068	NA	ccnl2
mm_zf_xp_21965	ENSMUSG00000029066	ENSDARG00000090462	mrpl20
mm_zf_xp_21966	ENSMUSG00000078487	NA	ankrd65
